temperature,precipitation,humidity,co2_levels,wind_speed,sea_level_rise
17.483570765056164,981.8827601208689,40.290589378814566,429.955081653884,7.74755814866447,2.2577517958705795
14.308678494144077,654.5287916633091,50.80813318728022,338.3920987625978,1.6351197930106476,3.027678210785773
18.23844269050346,607.7113181682038,88.20610585989368,405.580542862233,7.408273413949887,2.956763484462195
22.61514928204013,641.413966848404,76.84727075878754,353.56184997745777,2.255336108993525,3.1694459216813144
13.82923312638332,1374.3040417880643,46.95544995225194,330.5529740468473,6.331718905677573,2.6279954670740815
13.829315215254097,577.4932637434845,63.83650617866922,420.54766653540156,0.9324394896722404,3.8153684144557025
22.896064077536955,1005.3903124460576,54.259567370968725,457.90747778297725,12.853388991128535,4.106109708685766
18.837173645764544,1629.799552871344,59.39791057962779,380.8315587885968,0.1977012945887674,2.040383620007982
12.652628070325239,941.5222497730672,51.30997148344251,389.3993553832729,14.089847091679946,1.805627368264568
17.712800217929825,1644.9621157701947,46.759861111820435,343.092467745848,12.943377340934084,2.2038857686897684
12.682911535937688,1618.200557310583,70.48578248348512,400.36085730439487,11.289121088539545,3.0487180188907397
12.671351232148716,868.7406989498245,76.71250890516706,438.0038056194207,14.73825873428587,3.355631240580675
16.20981135783017,1593.2332701391183,82.43742736484069,439.5763868363887,0.8072999569137468,3.7884500050066414
5.43359877671101,1621.6649574081512,39.31979803909128,427.25880878154663,9.6239565907852,3.971421886127393
6.375410837434837,1096.1808885005403,79.37133141871443,369.07844164027324,12.739531357075741,3.362448608837858
12.188562353795136,815.6307256122773,45.28804946862381,367.4935478286424,1.8992564479615404,3.2295918261506413
9.93584439832788,1281.9062103378037,55.64018339460304,439.77022366204665,8.77162467999791,4.648895507191021
16.571236662976368,1882.0963820002944,84.0866211509548,440.5999466108366,5.908828630420077,3.0050000385209676
10.459879622393945,1459.425098648093,57.27021605895612,391.40025072840535,6.5374067002064,3.5900468298515724
7.938481493323542,759.3837464408919,41.82381204265897,378.6914046217157,13.687861280778394,3.3202546466164824
22.32824384460777,1524.1353871002798,39.59211931422707,458.362354672285,8.079771754120985,2.826813590248861
13.871118497567322,1140.8045409227518,58.37902599912803,382.00256675933764,1.3989306726948625,2.8334122340680956
15.33764102343962,1387.2931960330595,75.76034543859325,437.29661122618904,14.058242607666433,4.321956767034698
7.8762590689327165,1601.0960525346618,89.83230863845807,393.1578412570951,2.778167558443432,2.90976969368552
12.278086377374088,1272.4210272716673,77.24451770585412,347.62336094815,13.389552247080958,2.6473308426612308
15.55461294854933,1720.975961859963,82.62071753657122,480.61560700118514,14.5638108162804,2.2629442680784604
9.245032112888486,1583.2333689749416,74.86994165609329,406.00319478657383,13.167561947410434,3.422535424855034
16.87849009172836,1422.6100100277658,83.72610604536635,364.46280100559585,10.157006667133807,2.4878619683644922
11.996806550405974,726.1892237485272,34.5776125988348,330.4597166112398,11.153277297346355,3.33179448884949
13.541531251033616,1753.9236663673526,85.79589593889872,335.49996008815833,10.498008656471328,3.1777237400136116
11.991466938853016,1903.858377979724,53.78436922353937,381.35442979526994,6.90786581782594,2.5726119813123227
24.261390922544688,705.4476857139423,85.29685339682668,496.2564441766796,4.116295781177807,1.6044157724328032
14.932513876310331,1232.361694150146,34.54397024756854,370.76690606628785,4.2750409492654455,1.9707756893237718
9.711445355220498,888.3331129557567,72.91457742726814,472.3727416173102,10.967517919292064,2.1281284782140055
19.112724560515943,1631.784961138347,74.14132492021227,393.4618165698458,9.390546724808253,1.9959700385365349
8.895781750144888,1582.44445400705,89.81465335786636,340.9424804449159,8.773260509537202,3.455267823919191
16.044317975023777,711.327680855598,76.13131624138882,376.3394405774802,9.789132568865965,5.129175346673865
5.201649380601122,1815.5409068924557,52.954422348936404,335.9506038131278,11.621793531463332,2.4890099248170756
8.359069755507846,771.4595959670035,63.43491309711272,357.2015774018073,11.225113719683003,2.615725320524065
15.984306179345618,1695.8885384721611,51.993056289995415,355.7125969062041,1.5809460868860277,2.415417452513619
18.692332899977053,1185.4705394420073,41.761118718291485,304.8098066259367,5.445525745600716,3.8576767606296185
15.856841405949853,992.4084403372269,44.910139650136415,475.6398034407363,3.9595070517612854,3.4263568603933807
14.421758588058797,737.3588940113202,43.32063205645926,410.5508515111141,8.073579933362177,2.983372577844502
13.494481522053556,751.4213842199441,62.928919809792774,365.6860797190949,0.9212412355736821,1.7868885324497195
7.607390048162863,1492.8358320513505,84.3696380719136,411.0878873216695,11.436960712387604,2.032237659752318
11.400778958026457,1325.6455819206808,84.76359756530385,358.2259803178969,1.5979100064408573,3.175293575558127
12.696806145201062,683.128132476849,33.28582665154953,266.4469017315122,4.071030388659269,3.223287290423935
